INSERT INTO Registro_gimnasio VALUES('2023-05-15', 'A0200414'),
('2023-06-08', 'A0473373'),
('2023-06-08', 'A0547879'),
('2023-06-08', 'A036560'),
('2023-06-08', 'A0777843'),
('2023-06-08', 'A0642688'),
('2023-06-08', 'A0943785'),
('2023-06-08', 'A0394006'),
('2023-06-08', 'A0185251'),
('2023-06-08', 'A0494890'),
('2023-06-08', 'A0155343'),
('2023-06-08', 'A0379696'),
('2023-06-08', 'A0745086'),
('2023-06-08', 'A0949939'),
('2023-06-08', 'A0809349'),
('2023-06-08', 'A0944588'),
('2023-06-08', 'A0451883'),
('2023-06-08', 'A0379088'),
('2023-06-08', 'A0766181'),
('2023-06-08', 'A0726672'),
('2023-06-08', 'A0570516'),
('2023-06-08', 'A0151079'),
('2023-06-08', 'A0662522'),
('2023-06-08', 'A0546419'),
('2023-06-08', 'A0266441'),
('2023-06-08', 'A0133576'),
('2023-06-08', 'A0807938'),
('2023-06-08', 'A0790996'),
('2023-06-08', 'A0114988'),
('2023-06-08', 'A0747332'),
('2023-06-08', 'A0100328'),
('2023-06-08', 'A0507735'),
('2023-06-08', 'A0718574'),
('2023-06-08', 'A0278363'),
('2023-06-08', 'A0802718'),
('2023-06-08', 'A0434690'),
('2023-06-08', 'A0819766'),
('2023-06-08', 'A0611516'),
('2023-06-08', 'A0926599'),
('2023-06-08', 'A0481263'),
('2023-06-08', 'A0268086'),
('2023-06-08', 'A0546703'),
('2023-06-08', 'A0836697'),
('2023-06-08', 'A0827459'),
('2023-06-08', 'A0973423'),
('2023-06-08', 'A0373632'),
('2023-06-08', 'A0476721'),
('2023-06-08', 'A0376977'),
('2023-06-08', 'A0921958'),
('2023-06-08', 'A0945658'),
('2023-06-08', 'A0910686'),
('2023-06-08', 'A0251151'),
('2023-06-08', 'A0984991'),
('2023-06-08', 'A072346'),
('2023-06-08', 'A0878424'),
('2023-06-08', 'A0314413'),
('2023-06-08', 'A0321564'),
('2023-06-08', 'A0762705'),
('2023-06-08', 'A051229'),
('2023-06-08', 'A0930439'),
('2023-06-08', 'A02166'),
('2023-06-08', 'A0638092'),
('2023-06-08', 'A09190'),
('2023-06-08', 'A0264914'),
('2023-06-08', 'A0443684'),
('2023-06-08', 'A0445100'),
('2023-06-08', 'A052872'),
('2023-06-08', 'A0449280'),
('2023-06-08', 'A0842866'),
('2023-06-08', 'A0655551'),
('2023-06-08', 'A0498495'),
('2023-06-08', 'A0569006'),
('2023-06-08', 'A0140630'),
('2023-06-08', 'A0524867'),
('2023-06-08', 'A0491489'),
('2023-06-08', 'A0286513'),
('2023-06-08', 'A0531006'),
('2023-06-08', 'A0199365'),
('2023-06-08', 'A0940661'),
('2023-06-08', 'A0308157'),
('2023-06-08', 'A0449360'),
('2023-06-08', 'A0942854'),
('2023-06-08', 'A0347479'),
('2023-06-08', 'A0118314'),
('2023-06-08', 'A0526091'),
('2023-06-08', 'A0735377'),
('2023-06-08', 'A0487296'),
('2023-06-08', 'A0723285'),
('2023-06-08', 'A0919239'),
('2023-06-08', 'A058010'),
('2023-06-08', 'A0960680'),
('2023-06-08', 'A0678372'),
('2023-06-08', 'A0820131'),
('2023-06-08', 'A0956940'),
('2023-06-08', 'A0994'),
('2023-06-08', 'A0285386'),
('2023-06-08', 'A0523208'),
('2023-06-08', 'A0204282'),
('2023-06-08', 'A0176353'),
('2023-06-08', 'A0303421'),
('2023-06-08', 'A0683204'),
('2023-06-08', 'A0309966'),
('2023-06-08', 'A0530640'),
('2023-06-08', 'A0579819'),
('2023-06-08', 'A0788491'),
('2023-06-08', 'A0968902'),
('2023-06-08', 'A0344466'),
('2023-06-08', 'A0700314'),
('2023-06-08', 'A0924137'),
('2023-06-08', 'A0362025'),
('2023-06-08', 'A0850708'),
('2023-06-08', 'A0706144'),
('2023-06-08', 'A058551'),
('2023-06-08', 'A0316032'),
('2023-06-08', 'A066718'),
('2023-06-08', 'A0482289'),
('2023-06-08', 'A0406949'),
('2023-06-08', 'A0302202'),
('2023-06-08', 'A0726446'),
('2023-06-08', 'A0699167'),
('2023-06-08', 'A0440609'),
('2023-06-08', 'A0932730'),
('2023-06-08', 'A0204435'),
('2023-06-08', 'A0248034'),
('2023-06-08', 'A0461763'),
('2023-06-08', 'A0964449'),
('2023-06-08', 'A0517013'),
('2023-06-08', 'A0972915'),
('2023-06-08', 'A017319'),
('2023-06-08', 'A0245182'),
('2023-06-08', 'A0880732'),
('2023-06-08', 'A0515377'),
('2023-06-08', 'A0793720'),
('2023-06-08', 'A0840964'),
('2023-06-08', 'A0892629'),
('2023-06-08', 'A0780084'),
('2023-06-08', 'A0768820'),
('2023-06-08', 'A0617235'),
('2023-06-08', 'A0130575'),
('2023-06-08', 'A0816950'),
('2023-06-08', 'A031179'),
('2023-06-08', 'A0938633'),
('2023-06-08', 'A0746279'),
('2023-06-08', 'A0918542'),
('2023-06-08', 'A0865940'),
('2023-06-08', 'A0708727'),
('2023-06-08', 'A0475741'),
('2023-06-08', 'A0129253'),
('2023-06-08', 'A0483094'),
('2023-06-08', 'A0494576'),
('2023-06-08', 'A0909383'),
('2023-06-08', 'A0457703'),
('2023-06-08', 'A0636270'),
('2023-06-08', 'A039411'),
('2023-06-08', 'A0369229'),
('2023-06-08', 'A0390780'),
('2023-06-08', 'A0125514'),
('2023-06-08', 'A0340307'),
('2023-06-08', 'A0762580'),
('2023-06-08', 'A0487251'),
('2023-06-08', 'A0496327'),
('2023-06-08', 'A0509134'),
('2023-06-08', 'A0495253'),
('2023-06-08', 'A0873884'),
('2023-06-08', 'A0500704'),
('2023-06-08', 'A0120711'),
('2023-06-08', 'A0752634'),
('2023-06-08', 'A0406536'),
('2023-06-08', 'A0893656'),
('2023-06-08', 'A0295648'),
('2023-06-08', 'A0942035'),
('2023-06-08', 'A0500460'),
('2023-06-08', 'A015022'),
('2023-06-08', 'A0243353'),
('2023-06-08', 'A051573'),
('2023-06-08', 'A0188895'),
('2023-06-08', 'A0360800'),
('2023-06-08', 'A0579674'),
('2023-06-08', 'A0882186'),
('2023-06-08', 'A0974097'),
('2023-06-08', 'A0294942'),
('2023-06-08', 'A085727'),
('2023-06-08', 'A0145534'),
('2023-06-08', 'A0364331'),
('2023-06-08', 'A0633414'),
('2023-06-08', 'A0848209'),
('2023-06-08', 'A0640413'),
('2023-06-08', 'A0561703'),
('2023-06-08', 'A0160871'),
('2023-06-08', 'A0965579'),
('2023-06-08', 'A0791744'),
('2023-06-08', 'A0426258'),
('2023-06-08', 'A0413545'),
('2023-06-08', 'A0541929'),
('2023-06-08', 'A0152141'),
('2023-06-08', 'A0220470'),
('2023-06-08', 'A08990'),
('2023-06-08', 'A0820578'),
('2023-06-08', 'A0396596'),
('2023-06-08', 'A0615291'),
('2023-06-08', 'A0251576'),
('2023-06-08', 'A0208937'),
('2023-06-08', 'A0541357'),
('2023-06-08', 'A0155141'),
('2023-06-08', 'A0804256'),
('2023-06-08', 'A0438169'),
('2023-06-08', 'A088210'),
('2023-06-08', 'A0759714'),
('2023-06-08', 'A0803832'),
('2023-06-08', 'A0883856'),
('2023-06-08', 'A0364838'),
('2023-06-08', 'A070309'),
('2023-06-08', 'A093957'),
('2023-06-08', 'A0451384'),
('2023-06-08', 'A0989164'),
('2023-06-08', 'A0636345'),
('2023-06-08', 'A0468271'),
('2023-06-08', 'A0173876'),
('2023-06-08', 'A0605867'),
('2023-06-08', 'A0840388'),
('2023-06-08', 'A0875217'),
('2023-06-08', 'A0236741'),
('2023-06-08', 'A0757924'),
('2023-06-08', 'A0181509'),
('2023-06-08', 'A0694341'),
('2023-06-08', 'A0596827'),
('2023-06-08', 'A085058'),
('2023-06-08', 'A0165843'),
('2023-06-08', 'A0938884'),
('2023-06-08', 'A0752316'),
('2023-06-08', 'A041361'),
('2023-06-08', 'A0172702'),
('2023-06-08', 'A0955601'),
('2023-06-08', 'A0395766'),
('2023-06-08', 'A091837'),
('2023-06-08', 'A0364253'),
('2023-06-08', 'A0770132'),
('2023-06-08', 'A0819327'),
('2023-06-08', 'A0192871'),
('2023-06-08', 'A0926387'),
('2023-06-08', 'A0536469'),
('2023-06-08', 'A0912894'),
('2023-06-08', 'A0481657'),
('2023-06-08', 'A0818832'),
('2023-06-08', 'A0774621'),
('2023-06-08', 'A0762169'),
('2023-06-08', 'A0419564'),
('2023-06-08', 'A0603418'),
('2023-06-08', 'A0253495'),
('2023-06-08', 'A0873881'),
('2023-06-08', 'A0506380'),
('2023-06-08', 'A015099'),
('2023-06-08', 'A0409007'),
('2023-06-08', 'A0213324'),
('2023-06-08', 'A0852817'),
('2023-06-08', 'A0955985'),
('2023-06-08', 'A0413163'),
('2023-06-08', 'A0191682'),
('2023-06-08', 'A0604692'),
('2023-06-08', 'A0137168'),
('2023-06-08', 'A0329290'),
('2023-06-08', 'A0903395'),
('2023-06-08', 'A0754470'),
('2023-06-08', 'A0762554'),
('2023-06-08', 'A0416979'),
('2023-06-08', 'A0537308'),
('2023-06-08', 'A0236257'),
('2023-06-08', 'A0534294'),
('2023-06-08', 'A0664486'),
('2023-06-08', 'A0440159'),
('2023-06-08', 'A0569883'),
('2023-06-08', 'A0817659'),
('2023-06-08', 'A0643525'),
('2023-06-08', 'A0475825'),
('2023-06-08', 'A029596'),
('2023-06-08', 'A0791910'),
('2023-06-08', 'A0884964'),
('2023-06-08', 'A0821800'),
('2023-06-08', 'A093721'),
('2023-06-08', 'A03716'),
('2023-06-08', 'A0898248'),
('2023-06-08', 'A0302987'),
('2023-06-08', 'A0643178'),
('2023-06-08', 'A0736167'),
('2023-06-08', 'A0731530'),
('2023-06-08', 'A034865'),
('2023-06-08', 'A0613807'),
('2023-06-08', 'A027400'),
('2023-06-08', 'A0360669'),
('2023-06-08', 'A0839512'),
('2023-06-08', 'A0731054'),
('2023-06-08', 'A0603249'),
('2023-06-08', 'A0998446'),
('2023-06-08', 'A0137327'),
('2023-06-08', 'A0164062'),
('2023-06-08', 'A0330834'),
('2023-06-08', 'A0840411'),
('2023-06-08', 'A0899284'),
('2023-06-08', 'A0362993'),
('2023-06-08', 'A052735'),
('2023-06-08', 'A0211128'),
('2023-06-08', 'A0332182'),
('2023-06-08', 'A0814192'),
('2023-06-08', 'A0953879'),
('2023-06-08', 'A0817764'),
('2023-06-08', 'A0789498'),
('2023-06-08', 'A0815349'),
('2023-06-08', 'A0807288'),
('2023-06-08', 'A0851141'),
('2023-06-08', 'A0309773'),
('2023-06-08', 'A0571598'),
('2023-06-08', 'A045595'),
('2023-06-08', 'A0284665'),
('2023-06-08', 'A0391737'),
('2023-06-08', 'A0823566'),
('2023-06-08', 'A0203722'),
('2023-06-08', 'A0118067'),
('2023-06-08', 'A0362405'),
('2023-06-08', 'A0892162'),
('2023-06-08', 'A0912578'),
('2023-06-08', 'A0244345'),
('2023-06-08', 'A0990699');

 INSERT INTO Registro_gimnasio VALUES ('2023-06-08', 'A0863697'),
('2023-06-08', 'A0446861'),
('2023-06-08', 'A0696085'),
('2023-06-08', 'A0963836'),
('2023-06-08', 'A0544101'),
('2023-06-08', 'A0622839'),
('2023-06-08', 'A0663755'),
('2023-06-08', 'A0498139'),
('2023-06-08', 'A0887175'),
('2023-06-08', 'A0271028'),
('2023-06-08', 'A0635823'),
('2023-06-08', 'A0249208'),
('2023-06-08', 'A0262284'),
('2023-06-08', 'A0925226'),
('2023-06-08', 'A0978595'),
('2023-06-08', 'A0826422'),
('2023-06-08', 'A0868090'),
('2023-06-08', 'A0455953'),
('2023-06-08', 'A0581713'),
('2023-06-08', 'A0598477'),
('2023-06-08', 'A0275194'),
('2023-06-08', 'A03755'),
('2023-06-08', 'A0984986'),
('2023-06-08', 'A0403533'),
('2023-06-08', 'A0245546'),
('2023-06-08', 'A0142283'),
('2023-06-08', 'A0528212'),
('2023-06-08', 'A0249768'),
('2023-06-08', 'A0243551'),
('2023-06-08', 'A0363047'),
('2023-06-08', 'A0274688'),
('2023-06-08', 'A056837'),
('2023-06-08', 'A0873011'),
('2023-06-08', 'A0772749'),
('2023-06-08', 'A0841820'),
('2023-06-08', 'A0867850'),
('2023-06-08', 'A0392766'),
('2023-06-08', 'A0193262'),
('2023-06-08', 'A0832106'),
('2023-06-08', 'A0640378'),
('2023-06-08', 'A01247'),
('2023-06-08', 'A0955378'),
('2023-06-08', 'A0628702'),
('2023-06-08', 'A0240898'),
('2023-06-08', 'A0162502'),
('2023-06-08', 'A0352572'),
('2023-06-08', 'A0281041'),
('2023-06-08', 'A0369614'),
('2023-06-08', 'A068826'),
('2023-06-08', 'A0948500'),
('2023-06-08', 'A0272950'),
('2023-06-08', 'A0267854'),
('2023-06-08', 'A0876384'),
('2023-06-08', 'A0715448'),
('2023-06-08', 'A0112403'),
('2023-06-08', 'A0650170'),
('2023-06-08', 'A0365556'),
('2023-06-08', 'A0905188'),
('2023-06-08', 'A0153744'),
('2023-06-08', 'A0336872'),
('2023-06-08', 'A0331893'),
('2023-06-08', 'A0248744'),
('2023-06-08', 'A090627'),
('2023-06-08', 'A0689865'),
('2023-06-08', 'A09303'),
('2023-06-08', 'A0361712'),
('2023-06-08', 'A0693692'),
('2023-06-08', 'A0485982'),
('2023-06-08', 'A0255511'),
('2023-06-08', 'A0459341'),
('2023-06-08', 'A0413493'),
('2023-06-08', 'A0122573'),
('2023-06-08', 'A0733425'),
('2023-06-08', 'A0298356'),
('2023-06-08', 'A0682059'),
('2023-06-08', 'A0628949'),
('2023-06-08', 'A0359009'),
('2023-06-08', 'A0890159'),
('2023-06-08', 'A0492772'),
('2023-06-08', 'A0678484'),
('2023-06-08', 'A0277811'),
('2023-06-08', 'A0392586'),
('2023-06-08', 'A0726819'),
('2023-06-08', 'A0463709'),
('2023-06-08', 'A0208586'),
('2023-06-08', 'A0556040'),
('2023-06-08', 'A0809342'),
('2023-06-08', 'A0421509'),
('2023-06-08', 'A0331976'),
('2023-06-08', 'A0183997'),
('2023-06-08', 'A0397249'),
('2023-06-08', 'A0346265'),
('2023-06-08', 'A0651982'),
('2023-06-08', 'A0362563'),
('2023-06-08', 'A0900921'),
('2023-06-08', 'A0865332'),
('2023-06-08', 'A0879189'),
('2023-06-08', 'A0126559'),
('2023-06-08', 'A0662672'),
('2023-06-08', 'A038495'),
('2023-06-08', 'A069811'),
('2023-06-08', 'A0905994'),
('2023-06-08', 'A0454048'),
('2023-06-08', 'A0297324'),
('2023-06-08', 'A0829182'),
('2023-06-08', 'A081964'),
('2023-06-08', 'A0414740'),
('2023-06-08', 'A0289265'),
('2023-06-08', 'A0332492'),
('2023-06-08', 'A0397660'),
('2023-06-08', 'A0255986'),
('2023-06-08', 'A0336898'),
('2023-06-08', 'A0778073'),
('2023-06-08', 'A0794277'),
('2023-06-08', 'A0618492'),
('2023-06-08', 'A0585583'),
('2023-06-08', 'A0360817'),
('2023-06-08', 'A0922555'),
('2023-06-08', 'A087639'),
('2023-06-08', 'A0945424'),
('2023-06-08', 'A0478205'),
('2023-06-08', 'A0119032'),
('2023-06-08', 'A0851695'),
('2023-06-08', 'A0387330'),
('2023-06-08', 'A0461215'),
('2023-06-08', 'A0505612'),
('2023-06-08', 'A0596257'),
('2023-06-08', 'A0352480'),
('2023-06-08', 'A0270938'),
('2023-06-08', 'A061411'),
('2023-06-08', 'A0979199'),
('2023-06-08', 'A0155621'),
('2023-06-08', 'A0944895'),
('2023-06-08', 'A0958103'),
('2023-06-08', 'A0264245'),
('2023-06-08', 'A0844507'),
('2023-06-08', 'A0283203'),
('2023-06-08', 'A0540606'),
('2023-06-08', 'A0110309'),
('2023-06-08', 'A0708076'),
('2023-06-08', 'A038701'),
('2023-06-08', 'A0634886'),
('2023-06-08', 'A0718126'),
('2023-06-08', 'A065467'),
('2023-06-08', 'A0183690'),
('2023-06-08', 'A0194388'),
('2023-06-08', 'A0798338'),
('2023-06-08', 'A0287389'),
('2023-06-08', 'A0477115'),
('2023-06-08', 'A080509'),
('2023-06-08', 'A094270'),
('2023-06-08', 'A0107745'),
('2023-06-08', 'A079896'),
('2023-06-08', 'A0308710'),
('2023-06-08', 'A0493744'),
('2023-06-08', 'A0202063'),
('2023-06-08', 'A0825852'),
('2023-06-08', 'A083366'),
('2023-06-08', 'A0557312'),
('2023-06-08', 'A0470014'),
('2023-06-08', 'A0239351'),
('2023-06-08', 'A0750908'),
('2023-06-08', 'A0831433'),
('2023-06-08', 'A0346216'),
('2023-06-08', 'A0664636'),
('2023-06-08', 'A0764826'),
('2023-06-08', 'A0889260'),
('2023-06-08', 'A0208511'),
('2023-06-08', 'A0231461'),
('2023-06-08', 'A085519'),
('2023-06-08', 'A0328698'),
('2023-06-08', 'A0501772'),
('2023-06-08', 'A0420016'),
('2023-06-08', 'A0788122'),
('2023-06-08', 'A0129456'),
('2023-06-08', 'A0656279'),
('2023-06-08', 'A0439060'),
('2023-06-08', 'A0170304'),
('2023-06-08', 'A0524941'),
('2023-06-08', 'A0142139'),
('2023-06-08', 'A0994761'),
('2023-06-08', 'A0529323'),
('2023-06-08', 'A0441396'),
('2023-06-08', 'A0858058'),
('2023-06-08', 'A0865488'),
('2023-06-08', 'A0771816'),
('2023-06-08', 'A0275986'),
('2023-06-08', 'A0872458'),
('2023-06-08', 'A0481937'),
('2023-06-08', 'A0868725'),
('2023-06-08', 'A0787415'),
('2023-06-08', 'A0166367'),
('2023-06-08', 'A097301'),
('2023-06-08', 'A0979218'),
('2023-06-08', 'A0312442'),
('2023-06-08', 'A0919736'),
('2023-06-08', 'A0685564'),
('2023-06-08', 'A037371'),
('2023-06-08', 'A0863549'),
('2023-06-08', 'A0773428'),
('2023-06-08', 'A0125786'),
('2023-06-08', 'A0442005'),
('2023-06-08', 'A035314'),
('2023-06-08', 'A0171280'),
('2023-06-08', 'A0129615'),
('2023-06-08', 'A0652325'),
('2023-06-08', 'A0742975'),
('2023-06-08', 'A0895520'),
('2023-06-08', 'A0222795'),
('2023-06-08', 'A0432373'),
('2023-06-08', 'A0707379'),
('2023-06-08', 'A0316498'),
('2023-06-08', 'A0797006'),
('2023-06-08', 'A0936684'),
('2023-06-08', 'A029371'),
('2023-06-08', 'A0644157'),
('2023-06-08', 'A0995407'),
('2023-06-08', 'A0895454'),
('2023-06-08', 'A0761876'),
('2023-06-08', 'A0317564'),
('2023-06-08', 'A0146596'),
('2023-06-08', 'A0381978'),
('2023-06-08', 'A0261943'),
('2023-06-08', 'A0732341'),
('2023-06-08', 'A0234197'),
('2023-06-08', 'A0348677'),
('2023-06-08', 'A0880949'),
('2023-06-08', 'A0288679'),
('2023-06-08', 'A0203370'),
('2023-06-08', 'A0204179'),
('2023-06-08', 'A0286894'),
('2023-06-08', 'A0235408'),
('2023-06-08', 'A0595231'),
('2023-06-08', 'A0793072'),
('2023-06-08', 'A0221459'),
('2023-06-08', 'A0972536'),
('2023-06-08', 'A0598629'),
('2023-06-08', 'A0630834'),
('2023-06-08', 'A0673127'),
('2023-06-08', 'A0372573'),
('2023-06-08', 'A0700950'),
('2023-06-08', 'A0598888'),
('2023-06-08', 'A0630116'),
('2023-06-08', 'A0460312'),
('2023-06-08', 'A0888625'),
('2023-06-08', 'A0209188'),
('2023-06-08', 'A0202604'),
('2023-06-08', 'A048754'),
('2023-06-08', 'A0271503'),
('2023-06-08', 'A0894899'),
('2023-06-08', 'A0317798'),
('2023-06-08', 'A0970365'),
('2023-06-08', 'A0697212'),
('2023-06-08', 'A0212139'),
('2023-06-08', 'A0819885'),
('2023-06-08', 'A0299372'),
('2023-06-08', 'A0262134'),
('2023-06-08', 'A0712939'),
('2023-06-08', 'A0644210'),
('2023-06-08', 'A0475356'),
('2023-06-08', 'A0177576'),
('2023-06-08', 'A0302213'),
('2023-06-08', 'A0123986'),
('2023-06-08', 'A0332043'),
('2023-06-08', 'A0134388'),
('2023-06-08', 'A03744'),
('2023-06-08', 'A0715864'),
('2023-06-08', 'A0338218'),
('2023-06-08', 'A0269787'),
('2023-06-08', 'A030711'),
('2023-06-08', 'A038788'),
('2023-06-08', 'A0799015'),
('2023-06-08', 'A0739873'),
('2023-06-08', 'A0477696'),
('2023-06-08', 'A0111736'),
('2023-06-08', 'A0238991'),
('2023-06-08', 'A0952605'),
('2023-06-08', 'A063355'),
('2023-06-08', 'A0304830'),
('2023-06-08', 'A067577'),
('2023-06-08', 'A0507545'),
('2023-06-08', 'A039112'),
('2023-06-08', 'A0945599'),
('2023-06-08', 'A0162207'),
('2023-06-08', 'A0732082'),
('2023-06-08', 'A0479054'),
('2023-06-08', 'A0617955'),
('2023-06-08', 'A03587'),
('2023-06-08', 'A070774'),
('2023-06-08', 'A0783652'),
('2023-06-08', 'A0542262'),
('2023-06-08', 'A092059'),
('2023-06-08', 'A0415678'),
('2023-06-08', 'A0547098'),
('2023-06-08', 'A0464923'),
('2023-06-08', 'A0172929'),
('2023-06-08', 'A0390310'),
('2023-06-08', 'A0532748'),
('2023-06-08', 'A0947420'),
('2023-06-08', 'A0185175'),
('2023-06-08', 'A0661044'),
('2023-06-08', 'A0290729'),
('2023-06-08', 'A0676645'),
('2023-06-08', 'A0322462'),
('2023-06-08', 'A0631478'),
('2023-06-08', 'A0942746'),
('2023-06-08', 'A0693542'),
('2023-06-08', 'A0843372'),
('2023-06-08', 'A0322680'),
('2023-06-08', 'A0910822'),
('2023-06-08', 'A0356441'),
('2023-06-08', 'A0540138'),
('2023-06-08', 'A0748522'),
('2023-06-08', 'A0359294'),
('2023-06-08', 'A0518640'),
('2023-06-08', 'A02794'),
('2023-06-08', 'A0485669'),
('2023-06-08', 'A0203176'),
('2023-06-08', 'A0246015'),
('2023-06-08', 'A0522023'),
('2023-06-08', 'A0350442'),
('2023-06-08', 'A0918420'),
('2023-06-08', 'A0226411'),
('2023-06-08', 'A0152128'),
('2023-06-08', 'A0965302'),
('2023-06-08', 'A0812447'),
('2023-06-08', 'A0975361'),
('2023-06-08', 'A0556122'),
('2023-06-08', 'A0376242'),
('2023-06-08', 'A0361690'),
('2023-06-08', 'A0755928'),
('2023-06-08', 'A0764407'),
('2023-06-08', 'A0948834'),
('2023-06-08', 'A0694941'),
('2023-06-08', 'A0735977'),
('2023-06-08', 'A0841778'),
('2023-06-08', 'A0909697'),
('2023-06-08', 'A088841'),
('2023-06-08', 'A0119285'),
('2023-06-08', 'A0861562'),
('2023-06-08', 'A0313640'),
('2023-06-08', 'A0824875'),
('2023-06-08', 'A0449649'),
('2023-06-08', 'A0394125'),
('2023-06-08', 'A022058'),
('2023-06-08', 'A0720751'),
('2023-06-08', 'A0442779'),
('2023-06-08', 'A0496612'),
('2023-06-08', 'A0666379'),
('2023-06-08', 'A061793'),
('2023-06-08', 'A0163477'),
('2023-06-08', 'A0534854'),
('2023-06-08', 'A0772321'),
('2023-06-08', 'A0103142'),
('2023-06-08', 'A0804998'),
('2023-06-08', 'A0955366'),
('2023-06-08', 'A0648367'),
('2023-06-08', 'A0524574'),
('2023-06-08', 'A0710643'),
('2023-06-08', 'A032059'),
('2023-06-08', 'A0985184'),
('2023-06-08', 'A0494086'),
('2023-06-08', 'A0630312'),
('2023-06-08', 'A0206911'),
('2023-06-08', 'A0272418'),
('2023-06-08', 'A0191731'),
('2023-06-08', 'A0935752'),
('2023-06-08', 'A0510505'),
('2023-06-08', 'A0132534'),
('2023-06-08', 'A0731714'),
('2023-06-08', 'A0486630'),
('2023-06-08', 'A056125'),
('2023-06-08', 'A018212'),
('2023-06-08', 'A016748'),
('2023-06-08', 'A0304504'),
('2023-06-08', 'A015811'),
('2023-06-08', 'A0307157'),
('2023-06-08', 'A0379939'),
('2023-06-08', 'A0503216'),
('2023-06-08', 'A0414065'),
('2023-06-08', 'A0288728'),
('2023-06-08', 'A0840861'),
('2023-06-08', 'A0214322'),
('2023-06-08', 'A0620600'),
('2023-06-08', 'A0155257'),
('2023-06-08', 'A0255621'),
('2023-06-08', 'A0272985'),
('2023-06-08', 'A0334430'),
('2023-06-08', 'A0643779'),
('2023-06-08', 'A0671745'),
('2023-06-08', 'A0463442'),
('2023-06-08', 'A0447042'),
('2023-06-08', 'A0225491'),
('2023-06-08', 'A0662221'),
('2023-06-08', 'A0348730'),
('2023-06-08', 'A0617734'),
('2023-06-08', 'A0447465'),
('2023-06-08', 'A0837391'),
('2023-06-08', 'A0982954'),
('2023-06-08', 'A0409173'),
('2023-06-08', 'A0177268'),
('2023-06-08', 'A0971475'),
('2023-06-08', 'A0650367'),
('2023-06-08', 'A0610601'),
('2023-06-08', 'A0109401'),
('2023-06-08', 'A0492477'),
('2023-06-08', 'A0992394'),
('2023-06-08', 'A0908106'),
('2023-06-08', 'A044502'),
('2023-06-08', 'A0429079'),
('2023-06-08', 'A0445994'),
('2023-06-08', 'A0618181'),
('2023-06-08', 'A0266474'),
('2023-06-08', 'A0118001'),
('2023-06-08', 'A097320'),
('2023-06-08', 'A015932'),
('2023-06-08', 'A0291039'),
('2023-06-08', 'A0338614'),
('2023-06-08', 'A0929520'),
('2023-06-08', 'A036751'),
('2023-06-08', 'A0838012'),
('2023-06-08', 'A0792663'),
('2023-06-08', 'A0412041'),
('2023-06-08', 'A056154'),
('2023-06-08', 'A0935561'),
('2023-06-08', 'A0654874'),
('2023-06-08', 'A0953878'),
('2023-06-08', 'A0336792'),
('2023-06-08', 'A0869938'),
('2023-06-08', 'A0353107'),
('2023-06-08', 'A0783014'),
('2023-06-08', 'A0377739'),
('2023-06-08', 'A0985811'),
('2023-06-08', 'A0424905'),
('2023-06-08', 'A0862236'),
('2023-06-08', 'A034271'),
('2023-06-08', 'A0390226'),
('2023-06-08', 'A020960'),
('2023-06-08', 'A0596189'),
('2023-06-08', 'A0382789'),
('2023-06-08', 'A0302403'),
('2023-06-08', 'A0434628'),
('2023-06-08', 'A0817040'),
('2023-06-08', 'A0461426'),
('2023-06-08', 'A0751775'),
('2023-06-08', 'A06534'),
('2023-06-08', 'A070757'),
('2023-06-08', 'A0277936'),
('2023-06-08', 'A042544'),
('2023-06-08', 'A0582829'),
('2023-06-08', 'A0372802'),
('2023-06-08', 'A01651'),
('2023-06-08', 'A0463418'),
('2023-06-08', 'A0523581'),
('2023-06-08', 'A0296486'),
('2023-06-08', 'A018489'),
('2023-06-08', 'A0209506'),
('2023-06-08', 'A0406636'),
('2023-06-08', 'A0668644'),
('2023-06-08', 'A0950837'),
('2023-06-08', 'A035201'),
('2023-06-08', 'A020892'),
('2023-06-08', 'A0973809'),
('2023-06-08', 'A0731494'),
('2023-06-08', 'A058629'),
('2023-06-08', 'A0117150'),
